,q0,qa,label,qa_encode,q0_encode
211010,申请劳动仲裁,去哪申请劳动仲裁,1,31446,194897
211012,炉石传说哪些牌可以分解,炉石传说什么牌可以分解,1,172575,62702
211013,什么食物可以降血糖,吃什么食物能降血糖？,1,231781,65969
211016,言情小说打包下载,各种言情小说打包下载,1,171860,53473
211020,这是什么软件啊，怎么下载？,这是什么软件，哪里有下载，,1,161292,127804
211022,高中好还是技校好,技校好还是高中好,1,137175,25795
211025,触宝电话是真的免费吗,触宝电话真的是免费的吗,1,203246,103658
211026,现在快递公司都已经放假了吗？,现在快递公司是不是放假了啊,1,43738,206314
211029,鼻子有黑头怎么去掉？,鼻子上的黑头怎么去掉?,1,74074,43844
211030,找一些好听的日语歌,求好听的日语歌！,1,7900,37051
211035,怎么向女神表白,怎么跟女神表白,1,4285,18019
211037,现在什么衣服流行？,现在流行穿什么衣服呢？,1,148003,193749
211038,雷克斯自行车怎么样,雷克斯自行车怎么样啊,1,215845,64076
211040,黑苦荞茶有减肥作用么,黑苦荞茶能减肥吗,1,69868,88196
211043,在的，请问您是遇到了什么问题呢？,请问您是在操作是遇到了什么问题吗？,1,129963,232524
211044,张翰和郑爽分手了吗？,张翰郑爽分手了吗？,1,72921,39799
211051,同桌的你，在哪个视频里可以看,谁有同桌的你视频,1,24647,18606
211053,我的世界手机版编辑器怎么升级,手机版我的世界编辑器怎么升级,1,143331,10767
211056,求男生黑白头像，动漫的，像这样,求黑白动漫男生头像,1,150373,94093
211060,女孩子取什么名字好听,什么名字好听女孩子,1,24177,155005
211062,妹妹怀了我的孩子了,我妹妹怀我的孩子,1,10682,175206
211064,小沈阳跟沈春阳离婚了吗,小沈阳和沈春阳离婚了吗,1,82046,119738
211066,从哪个网站找工作比较靠谱,找工作那些网站比较靠谱,1,210635,216565
211069,芋头怎么炒好吃呢,芋头怎么做好吃,1,155290,191117
211076,什么星座与天蝎座最配~！,天蝎座和什么星座最配,1,91561,86397
211079,十二生肖中哪个是包公,十二生肖哪个是包公,1,179318,123145
211082,什么样的手机最贵？,什么样手机最贵？,1,241944,142016
211083,秦时明月真人版什么时候出,秦时明月真人版什么时候上映,1,228022,233521
211089,三位一体，指的什么生肖？,三位一体解什么生肖,1,48843,19429
211090,怎样快速消除脖子上的吻痕,脖子上的吻痕如何快速消除？,1,86,117695
211092,会计师事务所实习要怎么做才能,在会计师事务所实习该怎么做？,1,228175,37542
211094,身份证号码怎么查,怎么查身份证号码,1,162978,162516
211096,赛尔号盗号器,赛尔号盗号！,1,218762,150073
211097,女生有腿毛怎么去除,女生腿毛怎么去除？,1,37702,62498
211113,【泊船瓜洲】中的绿字是什么意思,泊船瓜洲的绿是什么意思,1,157477,12493
211115,求阴影部分周长,求阴影部分的周长怎么求？,1,223010,197087
211116,为什么有些人长得好看拍照不好看呢。,为什么有些人表面看起来很漂亮但照相就很难看呢,1,15127,146661
211126,中国移动神州行卡,中国移动办神州行的卡,1,241291,194973
211128,为什么淘宝助理上传不了宝贝?,为什么我用淘宝助理上传不了宝贝,1,35492,187324
211129,淘宝店铺取什么名字好听？,淘宝店铺取什么名字好,1,161995,164059
211130,熊出没电影什么时候上映,熊出没2015大电影什么时间上映,1,100336,150655
211132,有没有好看的韩剧啊,有没有啥好看的韩剧啊,1,240809,122514
211134,请问您要用什么方式付款？银行卡、支付宝账户余额、余额宝？,请问您是用什么方式付款？银行卡、支付宝账户余额、余额宝？,1,200447,241317
211135,过敏体质怎么改善,如何改善过敏体质？,1,108339,62653
211139,如何选择手机？,干手机该如何选择？,1,11486,15110
211140,最近有什么电影好看？,最近有什么好看的电影？,1,89367,234181
211142,手电钻什么牌子好,什么牌子的电钻好,1,114284,126832
211144,用微波炉怎么做面包,怎么用微波炉做面包,1,5226,136186
211146,求图片求手机壁纸,求图片！手机壁纸！,1,237851,36489
211147,不用的，辛苦您操作一下的。,这个的您看看的请您操作一下，辛苦您了。,1,41467,112246
211149,天天斗地主怎么玩,天天斗地主如何玩？,1,4410,158932
211150,怎样让自己的头发变直？,自己怎样才能让头发变直,1,75040,164289
211151,很抱歉，您操作的时间不是在工行的两小时服务时间内，所以是普通转出的。,您好，您操作的时间不是在工行的两小时服务时间内的，所以是普通转出的。,1,226598,97887
211152,谁知道这个女优,有谁知道这个女优是谁,1,196469,37805
211153,海洋生态系统是什么和什么组成的,海洋生态系统由什么组成,1,8005,50504
211155,怎么拆火神加特林,火神加特林怎么拆,1,42710,150268
211156,学习英语的软件,学习英语的软件有哪些,1,24742,215626
211157,白羊座最适合什么星座？,白羊座的女生和什么星座最配,1,232986,101086
211160,新浪微博怎样找回密码,忘了新浪微博密码怎么找回？,1,200242,213712
211162,今年赵本山能上春晚吗,赵本山今年还上春晚吗,1,185948,46028
211163,在义乌哪里能吃到哈根达斯,义乌哪里有卖哈根达斯,1,5381,71875
211166,带有动物的成语,带有动物的成语有哪些,1,44880,36654
211167,长沙哪家妇科医院比较好,长沙妇科医院比较好的是哪家呢,1,185123,209320
211168,日本什么东西好啊,日本人是什么东西啊？,1,71009,99126
211169,美食大战老鼠号,美食大战老鼠的号,1,153348,104282
211170,超级会员怎么刷？,怎么刷超级会员,1,29447,54286
211171,祝你端午节快乐！,祝大家端午节快乐,1,143048,174501
211177,新车什么时候打蜡？打什么蜡？,新车什么时候打蜡？,1,59760,173364
211178,怎么自拍全身照,怎么自拍全身照？像这样的！,1,95028,140520
211179,你是什么星座？,我是什么星座，,1,17073,222259
211180,怎么样可以快速学会拼音？,拼音不会拼怎么样才能快速学会。,1,226034,114937
211182,什么牌子的内衣比较好穿,保暖内衣有什么好的品牌呢,1,124266,233390
211183,给您推送身份证输入框您输入一下身份证后８位，系统进行校验。,给您推送身份证输入框您输入一下身份证后8位，系统进行校验,1,75946,24745
211185,咋让网速变快啊,怎么才能让网速变快,1,33314,146315
211186,这钢笔什么牌子的,这是啥牌子的钢笔,1,138411,21911
211189,青春痘如何消除,青春痘怎么消除，你们用什么？,1,131021,55566
211190,怎样往支付宝里充钱,怎样给支付宝充钱,1,216389,97210
211191,"贫血,低血糖的人上火了应吃什么去火",低血糖、贫血该吃什么,1,212444,175664
211194,怎样查询五行缺什么,怎么查询五行缺什么,1,76766,2722
211195,春心动矣是什么意思？,春心动什么意思,1,207849,118680
211199,泰国为什么会有那么多人妖？,为什么唯有泰国出人妖？,1,27362,62784
211201,该怎么做微信推广？,微信怎么推广,1,170865,234847
211206,喜闻乐见是什么意思？,喜闻乐见是什么意思了,1,10999,88697
211207,千金女贼的插曲是什么？,千金女贼的插曲叫什么,1,117570,122415
211208,笔记本电脑拆内存条,笔记本电脑加内存条。,1,229590,174211
211210,最新的什么电影比较好看，推荐！,最近有什么好看的电影。最新的哦。,1,35132,171701
211214,求百度云电影分享,谁的百度云盘有资源？！求分享,1,19225,95889
211215,什么牌子粉饼好用,什么牌子的粉饼好用？,1,125573,129070
211217,怎样缓解视力疲劳,怎么缓解视力疲劳？,1,233944,25911
211220,现在还有哪个快递能发货,哪个快递可以货到付款,1,231414,25035
211221,我想你的韩语怎么写,韩语我喜欢你怎么写,1,193240,162989
211222,这是什么牌子鞋子,这是什么牌子的鞋子？,1,62637,198532
211223,海贼王女帝的图片,给海贼王女帝图片,1,76495,167448
211225,什么可以醒酒,什么是醒酒的,1,109990,221102
211226,外甥女可以和舅舅结婚吗？,舅舅能和外甥女结婚吗,1,219805,102084
211227,成语生息什么,生息什么成语,1,209217,127687
211230,您的账户是邮箱还是手机号,您的账户是手机号还是邮箱呢,1,101481,51568
211231,世界上最厉害的武器都有什么,世界上最厉害的是什么武器?,1,34982,235632
211233,请问这首歌的歌名是什么啊,请问这首歌的歌名是什么,1,67301,113524
211234,抓耳挠腮是什么生肖,抓耳挠腮的生肖是什么,1,190191,116080
211235,脸上疤痕如何去掉,怎么去掉脸上疤痕,1,197134,23667
211236,女孩用过的卫生巾会有什么味？,女孩用过的卫生巾会有什么味呢,1,55713,229841
211237,连锁销售和传销有什么区别,什么是连锁销售，它和传销的区别,1,142721,230473
211238,海南有哪些水果,海南的水果都是哪些,1,186987,242929
211239,二维码怎么扫描,如何扫描二维码？,1,206373,103610
211240,关于街舞的电影,有关街舞的电影,1,10212,86669
211241,男朋友总是对我忽冷忽热！怎么办！,男朋友总是对我忽冷忽热的,1,157275,133218
211246,这悬臂梁的剪力图和弯矩图怎么画,悬臂梁的弯矩图和剪力图怎么画,1,111401,84617
211247,这是梨涡还是酒窝？,这是什么窝，酒窝还是梨涡,1,152934,100486
211248,有什么电影可以介绍吗,有什么好的电影介绍,1,2084,70453
211250,烤箱哪个牌子的好,烤箱哪个牌子好,1,108980,202620
211251,在土豆里如何下载视频？,在土豆网上如何快速下载视频,1,200867,169396
211254,广东话我爱你怎么说？,我爱你广东话怎么说,1,240736,61666
211256,移动硬盘突然无法显示盘符,显示不了移动硬盘盘符,1,184684,204384
211258,最热门的单机游戏,目前什么单机游戏最热门,1,183757,239475
211260,您好，请问是您在什么时间操作的呢？,您好，请问您是在什么时间操作的呢？,1,135441,52723
211265,中午吃什么？,你中午吃什么？,1,184551,25865
211266,请问我适合什么样的发型，有照片,我适合什么样发型（有照片）,1,84017,21213
211267,坐月子可以吃酱油吗,坐月子能吃酱油吗,1,41736,71911
211273,人的祖先是谁？,我们的祖先是谁？,1,150139,76826
211276,这样的女人还值得我去爱么？,这个女人值得我爱吗？放不下啊！,1,13707,45274
211278,生根对什么什么,生根对什么？,1,27227,57164
211282,巨星算什么3书包网,巨星算什么（书包网,1,10962,45280
211284,怎么在淘宝找好友,淘宝怎么加好友？,1,71451,111680
211288,人生什么是最快乐的,人生最快乐的事是什么,1,53126,204131
211291,东方神起塞班岛写真,东方神起塞班岛写真集,1,110871,51221
211293,如何安装车牌照,车牌如何安装,1,230943,181091
211294,找一本小说…,我想找一本小说,1,232052,155988
211296,可爱的女生网名,可爱型的女生网名,1,170752,123731
211299,求亡灵序曲吉他谱,求亡灵序曲的电吉他谱,1,106286,122504
211300,怎么使胸变大,怎么把胸变大,1,117572,24944
211301,净水龙头什么牌子好？,净水龙头什么牌子好啊？,1,236748,11483
211302,什么电影电视,这是什么电视或电影？,1,48310,1308
211303,谁知道这个女孩的名字？她是网络红人吗？,这个女的叫什么名字？是网络红人吗？,1,214742,91239
211305,最牛的网名是什么？,什么网名最牛,1,232708,162384
211306,哪个视频软件电影电视剧最全,哪个视频软件电影比较全,1,47116,233147
211308,网上买彩票可靠吗,网上玩彩票可靠吗,1,7452,10709
211310,关于郭德纲相声的,郭德纲的相声,1,212628,67311
211311,赛尔号希路达在哪怎么抓,赛尔号怎么得希路达,1,43421,242142
211314,如何提高自己的网速？,怎么提高下自己的网速,1,31286,169694
211315,求一部梁家辉演的电影,找梁家辉一部电影,1,242068,21235
211318,哪款祛痘产品效果好。,哪款祛痘产品效果比较好,1,219315,132282
211319,找对象的网站,找对象哪个网站靠谱,1,195845,126158
211324,如何鉴定耐克鞋的真假？,耐克鞋标怎么鉴定真假,1,66509,183219
211326,用什么洗发水对头发顺，,想了解用硬定型水盘发后用什么洗发水把头发洗顺,1,178228,56296
211329,建议您查看一下银行卡明细的，辛苦您了,建议您查询一下银行卡收支明细，辛苦您了,1,138659,124126
211335,余额宝是怎么用的,余额宝是怎么囬一,1,144262,60312
211336,最近有啥好看的电影推荐一下吧,最近有什么电影好看？推荐一下。,1,144367,169017
211343,余额宝转账到银行卡要多久,余额宝转账到银行卡需要多长时间,1,221337,47083
211345,直角三角形的斜边怎么算,直角三角形斜边的长怎么算,1,82229,172837
211346,哪位大神知道这位美女叫什么名字。,哪位大神知道这位美女名字？,1,236776,570
211348,时空猎人怎么刷金币和魔晶,时空猎人怎样刷魔晶和金币。,1,87751,51959
211352,爱情回来了主题曲叫什么,爱情回来了主题曲是什么,1,75892,131171
211356,坦克世界问题,关于《坦克世界》的问题,1,44744,69258
